chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr4_GL456350_random;152101;152678;578;152362;144,31;133,93649;18,5782;130,46013;mDUX-rep1-peak.14733
chr6;144709468;144710196;729;144709806;144,31;133,93649;18,5782;130,46013;mDUX-rep1-peak.17138
chrX;7356502;7357188;687;7356876;144,31;133,93649;18,5782;130,46013;mDUX-rep1-peak.20417
chr6;30544761;30545562;802;30545191;188,71;133,90448;11,85672;130,43088;mDUX-rep1-peak.16258
chr13;45545254;45545842;589;45545637;211,76;133,84943;9,94216;130,37589;mDUX-rep1-peak.5061
chr5;3603782;3604601;820;3604172;145,16;133,7045;18,26995;130,23114;mDUX-rep1-peak.14746
chr4;147363604;147364424;821;147363972;162,24;133,67;15,05462;130,19672;mDUX-rep1-peak.14583
chr2;28776549;28777240;692;28776890;186,15;133,66904;11,98769;130,19576;mDUX-rep1-peak.10732
chr17;66376440;66376994;555;66376747;203,22;133,66734;10,47971;130,19406;mDUX-rep1-peak.9199
chr13;62084440;62085146;707;62084718;150,28;133,57019;17,18538;130,09698;mDUX-rep1-peak.5212
chr1_GL456212_random;84586;85553;968;84934;153,7;133,43346;16,61102;129,96039;mDUX-rep1-peak.10522
chr2;45067078;45067662;585;45067323;157,11;133,38084;15,81139;129,90784;mDUX-rep1-peak.10834
chr9;120185778;120186410;633;120186091;170,78;133,13831;13,82614;129,6657;mDUX-rep1-peak.20333
chr2;59411359;59412080;722;59411735;152,84;132,94189;16,70226;129,46944;mDUX-rep1-peak.10931
chr11;40477276;40478493;1218;40478062;153,7;132,66183;16,43106;129,18964;mDUX-rep1-peak.2924
chr1;187532527;187533264;738;187532858;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.1427
chr10;30130710;30131403;694;30131070;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.1710
chr10;118023705;118024424;720;118024009;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.2461
chr11;61985160;61985966;807;61985565;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.3078
chr13;77036776;77037511;736;77037188;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.5456
chr14;21308196;21308947;752;21308594;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.6450
chr17;81727050;81727816;767;81727466;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.9303
chr18;74755697;74756335;639;74756176;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.9927
chr19;14024534;14025149;616;14024849;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.10109
chr3;129454784;129455503;720;129455158;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.12972
chr3;134098305;134099097;793;134098670;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.13013
chr4;41346004;41346780;777;41346460;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.13453
chr4;55412943;55413699;757;55413323;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.13560
chr7;25548037;25548689;653;25548407;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.17447
chr8;15692070;15692779;710;15692351;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.18454
chr8;78047381;78048021;641;78047703;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.19052
chr9;72148569;72149297;729;72148905;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.19986
chrX;20638153;20638793;641;20638466;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.20478
chrX;48094596;48095256;661;48094922;143,45;132,60884;18,46902;129,1367;mDUX-rep1-peak.20546
chr11;80153238;80154176;939;80153958;231,4;132,58527;8,60746;129,11575;mDUX-rep1-peak.3227
chr12;80104567;80105345;779;80105045;166,51;132,34169;14,21173;128,87248;mDUX-rep1-peak.4197
chr2;153044448;153045102;655;153044787;169,07;132,27124;13,74511;128,80209;mDUX-rep1-peak.11712
chr17;80505660;80506399;740;80506089;154,55;132,02768;16,08607;128,55885;mDUX-rep1-peak.9296
chr9;43898875;43899433;559;43899169;234,82;131,92876;8,41302;128,46002;mDUX-rep1-peak.19734
chr1;134689711;134690398;688;134690005;157,11;131,74153;15,4544;128,27295;mDUX-rep1-peak.964
chr3;52069744;52070541;798;52070137;203,22;131,46617;10,21117;127,99783;mDUX-rep1-peak.12276
chr1;87003063;87003767;705;87003386;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.679
chr1;185627047;185627633;587;185627480;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.1409
chr10;36438162;36438852;691;36438516;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.1753
chr10;39346629;39347317;689;39346967;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.1779
chr12;30062685;30063326;642;30063020;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.3792
chr12;44567765;44568599;835;44568111;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.3899
chr13;113657665;113658723;1059;113658205;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.5744
chr15;93014116;93014446;331;93014266;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.7911
chr18;54639715;54640461;747;54640092;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.9759
chr19;16930079;16930737;659;16930409;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.10134
chr3;11211426;11212717;1292;11211708;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.12027
chr3;39882960;39883436;477;39883265;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.12229
chr3;93730134;93730984;851;93730681;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.12623
chr3;114415527;114416288;762;114415907;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.12865
chr7;125691389;125692108;720;125691758;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.18204
chr8;63929320;63930236;917;63929848;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.18947
chr8;78154335;78155160;826;78154760;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.19056
chrX;11885380;11886088;709;11885748;142,6;131,28421;18,35985;127,81607;mDUX-rep1-peak.20424
chr6;38809837;38810479;643;38810095;190,42;131,19083;11,25972;127,72554;mDUX-rep1-peak.16331
chr9;56194702;56195282;581;56194985;181,02;131,14064;12,11465;127,6754;mDUX-rep1-peak.19831
chr16;90485096;90485814;719;90485508;163,09;131,02264;14,3568;127,55754;mDUX-rep1-peak.8655
chr5;28100960;28101570;611;28101261;181,88;131,00809;12,15085;127,54301;mDUX-rep1-peak.15076
chr2;113204878;113205686;809;113205293;176,75;130,98926;12,69665;127,52421;mDUX-rep1-peak.11418
chr4;151180348;151180969;622;151180610;168,21;130,94315;13,64797;127,47814;mDUX-rep1-peak.14710
chr3;82382186;82382895;710;82382590;149,43;130,74399;16,71433;127,27922;mDUX-rep1-peak.12509
chr19;3482284;3482846;563;3482558;142,6;130,73447;18,21154;127,26975;mDUX-rep1-peak.10040
chr2;106776963;106778493;1531;106777378;146,01;130,65631;17,25004;127,19167;mDUX-rep1-peak.11361
chr2;127350857;127351487;631;127351156;164,8;130,6011;14,18964;127,13652;mDUX-rep1-peak.11536
chr3;9621748;9622452;705;9622115;154,55;130,18633;15,67277;126,72214;mDUX-rep1-peak.12008
chr9;40800893;40801436;544;40801220;331,31;130,11703;5,44763;126,65295;mDUX-rep1-peak.19698
chr1;58405145;58405971;827;58405578;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.398
chr10;7429321;7429792;472;7429632;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.1508
chr10;28988918;28989658;741;28989290;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.1699
chr10;51329341;51330142;802;51329801;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.1880
chr10;51436440;51437200;761;51436796;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.1881
chr10;72665229;72666050;822;72665677;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.2057
chr11;24459706;24460415;710;24460076;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.2794
chr12;19696617;19697167;551;19696887;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.3686
chr13;99740254;99741169;916;99740708;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.5635
chr14;29312162;29312907;746;29312527;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.6505
chr15;65895504;65897010;1507;65896395;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.7741
chr16;57206824;57207413;590;57207251;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.8479
chr19;27234617;27235469;853;27235161;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.10206
chr2;69300234;69301602;1369;69301228;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.11026
chr2;131965031;131965677;647;131965360;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.11576
chr4;59922743;59923531;789;59923188;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.13607
chr4;74768911;74769561;651;74769227;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.13692
chr4;143900112;143901155;1044;143900753;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.14235
chr5;110888869;110889687;819;110889239;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.15685
chrX;139146412;139146978;567;139146658;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.20865
chrX;140500115;140500756;642;140500383;141,74;129,9626;18,25068;126,49865;mDUX-rep1-peak.20875
chr13;99847560;99848244;685;99847891;175,05;129,85507;12,57467;126,39384;mDUX-rep1-peak.5636
chr11;105149334;105149792;459;105149620;183,58;129,84215;11,74685;126,38096;mDUX-rep1-peak.3439
chr16;8947059;8947673;615;8947362;175,05;129,82784;12,57018;126,36668;mDUX-rep1-peak.8081
chr5;124608229;124608777;549;124608504;193,83;129,7598;10,82393;126,29872;mDUX-rep1-peak.15796
chr14;34104849;34105635;787;34105186;217,74;129,7597;9,11414;126,29865;mDUX-rep1-peak.6542
chr11;19565358;19565805;448;19565629;152,84;129,71027;15,95153;126,2493;mDUX-rep1-peak.2743
chr11;94815876;94816574;699;94816200;148,58;129,47084;16,61946;126,01014;mDUX-rep1-peak.3346
chr14;48508335;48508942;608;48508594;148,58;129,0284;16,51304;125,56812;mDUX-rep1-peak.6759
chr11;19474926;19475744;819;19475345;216,89;128,78271;9,07856;125,32269;mDUX-rep1-peak.2737
chr14;43290005;43290714;710;43290389;160,53;128,73354;14,38951;125,27356;mDUX-rep1-peak.6668
chr1;164005835;164006610;776;164006212;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.1206
chr1;170097198;170098926;1729;170097627;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.1265
chr10;7795877;7796649;773;7796219;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.1515
chr10;51442259;51443081;823;51442740;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.1882
chr11;7631543;7632325;783;7631924;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.2648
chr11;92585542;92585928;387;92585701;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.3328
chr11;111048054;111048774;721;111048400;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.3493
chr12;76761464;76762013;550;76761862;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.4158
chr13;8329742;8330299;558;8329958;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.4676
chr13;17937674;17938589;916;17938143;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.4812
chr13;80367703;80368313;611;80367956;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.5479
chr13;109958703;109959447;745;109959021;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.5725
chr14;61049884;61050582;699;61050272;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.6888
chr14;67388559;67389251;693;67388869;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.6936
chr15;19057350;19057881;532;19057531;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.7428
chr15;66391008;66391790;783;66391364;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.7745
chr17;15644170;15644808;639;15644482;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.8788
chr18;58992897;58993568;672;58993169;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.9793
chr18;75158554;75158974;421;75158774;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.9932
chr2;51756031;51756678;648;51756248;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.10875
chr2;69787313;69788142;830;69787692;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.11031
chr2;123667746;123668373;628;123668060;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.11501
chr3;34554531;34555229;699;34554873;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.12182
chr3;137874472;137875166;695;137874840;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.13045
chr4;22267662;22268306;645;22268027;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.13336
chr4;34877077;34877756;680;34877462;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.13410
chr4;44867957;44868574;618;44868214;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.13477
chr4;98397610;98398307;698;98397975;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.13839
chr5;7525389;7526060;672;7525661;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.14766
chr5;109064645;109065188;544;109064768;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.15661
chr5;132923288;132924055;768;132923648;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.15860
chr6;145061231;145062917;1687;145062408;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.17141
chr7;15150127;15151135;1009;15150400;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.17344
chr7;48541808;48542493;686;48542098;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.17625
chr7;69607193;69607900;708;69607555;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.17760
chrX;20039496;20040360;865;20040031;140,04;128,64403;18,03233;125,18416;mDUX-rep1-peak.20473
chrX;72130403;72130883;481;72130647;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.20634
chrY;4011974;4012546;573;4012408;140,89;128,64403;18,1415;125,18416;mDUX-rep1-peak.20969
chr13;108066030;108066707;678;108066359;142,6;128,58582;17,64103;125,13149;mDUX-rep1-peak.5710
chr11;117853939;117854565;627;117854192;196,39;128,58481;10,40139;125,13049;mDUX-rep1-peak.3533
chr13;59356025;59356840;816;59356397;153,7;128,41913;15,46984;124,96507;mDUX-rep1-peak.5189
chr17;64150340;64151076;737;64150686;153,7;128,41913;15,46984;124,96507;mDUX-rep1-peak.9180
chr2;71180938;71182513;1576;71181192;153,7;128,41913;15,46984;124,96507;mDUX-rep1-peak.11049
chr9;103320076;103321401;1326;103320870;153,7;128,41913;15,46984;124,96507;mDUX-rep1-peak.20205
chr16;89861910;89863592;1683;89862236;152,84;128,2484;15,62111;124,79454;mDUX-rep1-peak.8649
chr6;131448507;131448928;422;131448661;140,89;128,10236;17,99495;124,64865;mDUX-rep1-peak.17044
chr16;14436102;14436679;578;14436441;171,63;128,08453;12,79214;124,63088;mDUX-rep1-peak.8134
chr17;28791626;28792377;752;28792019;149,43;128,00238;16,06461;124,54878;mDUX-rep1-peak.8916
chr14;56884933;56885550;618;56885331;199,81;127,8948;10,10609;124,44128;mDUX-rep1-peak.6848
chr12;110420869;110421396;528;110421204;199,81;127,57639;10,06733;124,12318;mDUX-rep1-peak.4475
chr15;84496041;84496497;457;84496296;229,69;127,34796;8,23906;123,89498;mDUX-rep1-peak.7872
chr1;85178333;85179140;808;85178660;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.632
chr1;137062442;137063011;570;137062613;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.991
chr12;35642333;35643095;763;35642729;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.3831
chr19;7487492;7488181;690;7487777;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.10062
chr3;85597188;85597860;673;85597519;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.12530
chr3;126164997;126165603;607;126165336;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.12955
chr4;3579257;3579911;655;3579646;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.13205
chr4;62472664;62473309;646;62472991;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.13626
chr5;24084570;24085267;698;24084944;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.15013
chr5;77080336;77081148;813;77080782;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.15447
chr6;101116207;101116999;793;101116583;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.16840
chr7;11175308;11176901;1594;11176057;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.17282
chr7;93484342;93485033;692;93484692;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.17938
chr9;28463295;28463950;656;28463575;139,18;127,32854;17,92315;123,87558;mDUX-rep1-peak.19587
chr12;21426358;21426991;634;21426644;160,53;127,28061;14,10122;123,83038;mDUX-rep1-peak.3721
chr9;66144256;66144855;600;66144524;146,01;127,07308;16,36848;123,62318;mDUX-rep1-peak.19924
chr11;94863667;94864314;648;94863991;146,01;126,93324;16,33483;123,48347;mDUX-rep1-peak.3351
chr12;56680749;56681301;553;56681073;223,72;126,70515;8,47987;123,2557;mDUX-rep1-peak.3976
chr13;37879454;37880255;802;37879819;167,36;126,27944;12,95081;122,83048;mDUX-rep1-peak.4989
chr4;40757072;40757601;530;40757347;213,47;126,04449;8,95491;122,59576;mDUX-rep1-peak.13447
chr1;88718207;88718824;618;88718505;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.702
chr1;137068327;137068793;467;137068514;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.992
chr10;33796244;33798081;1838;33797300;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.1731
chr12;63020763;63021644;882;63021234;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.4017
chr12;66063946;66064590;645;66064260;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.4038
chr12;67536940;67537385;446;67537228;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.4047
chr13;114202588;114203351;764;114202980;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.5756
chr16;65386834;65387543;710;65387229;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.8526
chr16;71423686;71424793;1108;71424462;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.8539
chr17;93017035;93017836;802;93017303;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.9380
chr18;79953912;79954601;690;79954210;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.9972
chr3;137832964;137834062;1099;137833427;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.13043
chr4;15070159;15070893;735;15070488;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.13280
chr4;81264075;81264511;437;81264336;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.13714
chr5;18675888;18676539;652;18676178;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.14956
chr5;147760773;147761278;506;147761162;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.15978
chr6;11126125;11126827;703;11126592;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.16128
chr7;46920565;46921207;643;46920896;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.17608
chr7;92968340;92969076;737;92968579;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.17934
chr7;99752055;99752661;607;99752255;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.17983
chr7;128495937;128496558;622;128496305;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.18226
chr8;4481411;4482103;693;4481752;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.18379
chr9;62140070;62140845;776;62140511;138,33;126,01611;17,81398;122,56741;mDUX-rep1-peak.19889
chr1;86429927;86430552;626;86430178;184,44;125,99697;11,08185;122,55103;mDUX-rep1-peak.673
chr6;106593102;106594302;1201;106593958;151,14;125,95506;15,21368;122,50919;mDUX-rep1-peak.16862
chr4;130323489;130324226;738;130323793;178,46;125,62844;11,60921;122,18301;mDUX-rep1-peak.14121
chr1;93998989;93999623;635;93999277;138,33;125,48249;17,67008;122,0372;mDUX-rep1-peak.738
chr4;132840227;132841471;1245;132841060;141,74;125,4319;17,05527;121,98666;mDUX-rep1-peak.14139
chr6;101046887;101047547;661;101047132;193,83;125,37588;10,25425;121,93069;mDUX-rep1-peak.16838
chr19;37827621;37828429;809;37828067;147,72;125,31293;15,8391;121,8678;mDUX-rep1-peak.10299
chr3;116517724;116518410;687;116518074;157,97;125,31002;14,19355;121,86491;mDUX-rep1-peak.12884
chr11;43532294;43533449;1156;43533094;151,99;125,24488;15,14234;121,79981;mDUX-rep1-peak.2941
chr16;22504054;22504671;618;22504382;162,24;124,99508;13,3582;121,55025;mDUX-rep1-peak.8213
chr10;77554240;77554837;598;77554554;192,98;124,97974;10,29055;121,53495;mDUX-rep1-peak.2093
chr7;142145488;142146612;1125;142146283;140,89;124,95639;17,16241;121,51161;mDUX-rep1-peak.18333
chr18;84028632;84029231;600;84028970;173,34;124,88042;12,01086;121,43571;mDUX-rep1-peak.10008
chr1;92904473;92905051;579;92904740;172,48;124,82516;12,12241;121,38049;mDUX-rep1-peak.728
chr1;3360753;3361355;603;3361076;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.3
chr1;44331405;44332289;885;44331809;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.310
chr1;84161107;84161906;800;84161502;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.596
chr1;188608491;188609282;792;188608663;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.1430
chr1;188929314;188929812;499;188929678;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.1434
chr10;123510710;123511554;845;123511220;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.2527
chr12;19931921;19932623;703;19932081;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.3693
chr13;18192432;18193150;719;18192775;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.4821
chr13;62503450;62504176;727;62503800;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.5239
chr13;72516958;72517578;621;72517312;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.5421
chr14;12633599;12634355;757;12633922;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.6368
chr14;56862228;56862925;698;56862562;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.6847
chr15;65926097;65926951;855;65926455;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.7742
chr15;72052858;72054200;1343;72053707;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.7774
chr16;37361715;37362357;643;37362050;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.8327
chr17;64171097;64171767;671;64171437;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.9181
chr18;51452724;51453454;731;51453127;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.9740
chr19;41523067;41523731;665;41523385;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.10334
chr4;3847394;3848122;729;3847749;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.13210
chr4;24862043;24862841;799;24862479;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.13354
chr5;5569345;5570031;687;5569687;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.14760
chr6;147832824;147833519;696;147833189;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.17157
chr7;92904073;92904703;631;92904371;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.17932
chr8;34699080;34699762;683;34699514;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.18752
chr9;9289545;9290152;608;9289876;137,47;124,70681;17,70481;121,26229;mDUX-rep1-peak.19453
chr17;29712741;29713217;477;29712959;219,45;124,61703;8,47874;121,17539;mDUX-rep1-peak.8923
chr2;31108099;31108735;637;31108339;151,99;124,55333;14,991;121,11174;mDUX-rep1-peak.10753
chr4;8417984;8418705;722;8418397;188,71;124,4945;10,5393;121,05302;mDUX-rep1-peak.13243
chr7;133607269;133608153;885;133607731;145,16;124,48222;15,95629;121,04077;mDUX-rep1-peak.18274
chr5;138254202;138254879;678;138254555;176,75;124,44926;11,65251;121,00784;mDUX-rep1-peak.15901
chr11;94817513;94818139;627;94817764;177,61;124,1606;11,49707;120,71949;mDUX-rep1-peak.3347
chr3;32748143;32748936;794;32748552;140,04;124,1469;16,85122;120,7058;mDUX-rep1-peak.12161
chr4;123810760;123811409;650;123811075;145,16;124,10915;15,86794;120,66808;mDUX-rep1-peak.14062
chr10;40026216;40026953;738;40026522;139,18;124,0746;17,06109;120,63359;mDUX-rep1-peak.1788
chr1;184617541;184619528;1988;184618003;143,45;123,85512;16,22143;120,41434;mDUX-rep1-peak.1401
chr5;38672321;38673049;729;38672627;172,48;123,77051;11,95203;120,3298;mDUX-rep1-peak.15169
chr4;115858707;115859323;617;115859020;181,02;123,61715;10,99502;120,17659;mDUX-rep1-peak.13990
chr4;99317726;99318291;566;99318030;173,34;123,57799;11,8035;120,13744;mDUX-rep1-peak.13850
chr2;174749466;174750109;644;174749797;149,43;123,50239;15,0429;120,06192;mDUX-rep1-peak.11904
chr2;167708273;167708801;529;167708603;280,93;123,44734;6,17921;120,00695;mDUX-rep1-peak.11835
chr1;84548249;84549857;1609;84548625;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.604
chr10;32663074;32663828;755;32663473;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.1726
chr11;71511568;71512135;568;71511961;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.3159
chr13;47411537;47412144;608;47411845;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.5080
chr14;93825140;93825851;712;93825532;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.7095
chr15;16464356;16464911;556;16464615;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.7410
chr16;56449634;56450432;799;56450003;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.8468
chr17;32807470;32808195;726;32807818;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.8963
chr17;33494797;33495504;708;33495154;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.8971
chr18;75234970;75235860;891;75235512;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.9936
chr19;44955083;44955732;650;44955384;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.10369
chr3;83871702;83873571;1870;83872235;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.12519
chr3;100983024;100983756;733;100983402;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.12751
chr4;21797846;21798603;758;21798233;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.13329
chr8;61244636;61245420;785;61245008;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.18930
chr9;71877210;71877984;775;71877547;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.19982
chrX;95628759;95629292;534;95628989;136,62;123,40064;17,59563;119,96028;mDUX-rep1-peak.20726
