"Intersection_category","Intersection_count","Gene_name","Gene_id"
"NRs regulated",1,"Crlf3","ENSMUSG00000017561"
"NRs regulated|Obox regulated",2,"Crnkl1","ENSMUSG00000001767"
"NRs regulated|Obox regulated",2,"Crocc","ENSMUSG00000040860"
"NRs regulated|ZGA genes",2,"Crot","ENSMUSG00000003623"
"NRs regulated|Obox regulated",2,"Crtap","ENSMUSG00000032431"
"NRs regulated|Obox regulated",2,"Crx","ENSMUSG00000041578"
"NRs regulated|Obox regulated",2,"Crxos","ENSMUSG00000074365"
"NRs regulated",1,"Cry2","ENSMUSG00000068742"
"NRs regulated",1,"Crybg2","ENSMUSG00000012123"
"NRs regulated|Obox regulated",2,"Crygs","ENSMUSG00000033501"
"NRs regulated",1,"Cryl1","ENSMUSG00000021947"
"NRs regulated",1,"Cryzl1","ENSMUSG00000058240"
"NRs regulated",1,"Cryzl2","ENSMUSG00000033488"
"NRs regulated|Obox regulated",2,"Csdc2","ENSMUSG00000042109"
"NRs regulated",1,"Cse1l","ENSMUSG00000002718"
"NRs regulated",1,"Csf2rb2","ENSMUSG00000071714"
"Dux regulated",1,"Csf3r","ENSMUSG00000028859"
"NRs regulated",1,"Csgalnact2","ENSMUSG00000042042"
"NRs regulated",1,"Csnk1e","ENSMUSG00000022433"
"Obox regulated",1,"Csnk1g1","ENSMUSG00000032384"
"NRs regulated",1,"Cspp1","ENSMUSG00000056763"
"NRs regulated",1,"Csprs","ENSMUSG00000062783"
"NRs regulated",1,"Csrnp1","ENSMUSG00000032515"
"NRs regulated",1,"Cst3","ENSMUSG00000027447"
"Dux regulated|NRs regulated|Obox regulated",3,"Cst7","ENSMUSG00000068129"
"Dux regulated",1,"Cst9","ENSMUSG00000027445"
"ZGA genes",1,"Cstb","ENSMUSG00000005054"
"Dux regulated|NRs regulated",2,"Cstf1","ENSMUSG00000027498"
"NRs regulated|Obox regulated|ZGA genes",3,"Cstf2t","ENSMUSG00000053536"
"NRs regulated|Obox regulated",2,"Cstf3","ENSMUSG00000027176"
"Obox regulated",1,"Ctc1","ENSMUSG00000020898"
"NRs regulated",1,"Ctdnep1","ENSMUSG00000018559"
"NRs regulated",1,"Ctdp1","ENSMUSG00000033323"
"Obox regulated|ZGA genes",2,"Ctf2","ENSMUSG00000060034"
"NRs regulated|Obox regulated",2,"Cth","ENSMUSG00000028179"
"NRs regulated",1,"Ctnnb1","ENSMUSG00000006932"
"Dux regulated|NRs regulated|Obox regulated",3,"Ctnnbl1","ENSMUSG00000027649"
"NRs regulated",1,"Ctnnd1","ENSMUSG00000034101"
"NRs regulated|Obox regulated",2,"Ctps2","ENSMUSG00000031360"
"NRs regulated",1,"Ctr9","ENSMUSG00000005609"
"Dux regulated|Obox regulated",2,"Ctrb1","ENSMUSG00000031957"
"Obox regulated",1,"Ctrc","ENSMUSG00000062478"
"Obox regulated",1,"Ctrcos","ENSMUSG00000086818"
"NRs regulated|Obox regulated",2,"Ctsa","ENSMUSG00000017760"
"NRs regulated|Obox regulated|ZGA genes",3,"Ctsb","ENSMUSG00000021939"
"NRs regulated|Obox regulated",2,"Ctsc","ENSMUSG00000030560"
"NRs regulated|Obox regulated",2,"Ctsh","ENSMUSG00000032359"
"NRs regulated|Obox regulated|ZGA genes",3,"Ctsl","ENSMUSG00000021477"
"NRs regulated|Obox regulated",2,"Ctss","ENSMUSG00000038642"
"NRs regulated",1,"Ctsz","ENSMUSG00000016256"
"NRs regulated|Obox regulated",2,"Cttn","ENSMUSG00000031078"
"NRs regulated",1,"Ctu1","ENSMUSG00000038888"
"NRs regulated",1,"Ctu2","ENSMUSG00000049482"
"NRs regulated",1,"Cuedc1","ENSMUSG00000018378"
"NRs regulated|Obox regulated",2,"Cuedc2","ENSMUSG00000036748"
"NRs regulated|Obox regulated",2,"Cul2","ENSMUSG00000024231"
"NRs regulated|Obox regulated|ZGA genes",3,"Cul3","ENSMUSG00000004364"
"NRs regulated|Obox regulated",2,"Cul4a","ENSMUSG00000031446"
"NRs regulated",1,"Cul5","ENSMUSG00000032030"
"NRs regulated",1,"Cutal","ENSMUSG00000026870"
"NRs regulated|Obox regulated",2,"Cutc","ENSMUSG00000025193"
"NRs regulated",1,"Cux2","ENSMUSG00000042589"
"NRs regulated",1,"Cwc15","ENSMUSG00000004096"
"Dux regulated|NRs regulated",2,"Cwc22","ENSMUSG00000027014"
"NRs regulated",1,"Cwc25","ENSMUSG00000018541"
"NRs regulated|Obox regulated",2,"Cwc27","ENSMUSG00000021715"
"NRs regulated",1,"Cwf19l1","ENSMUSG00000025200"
"NRs regulated",1,"Cx3cl1","ENSMUSG00000031778"
"NRs regulated|Obox regulated",2,"Cx3cr1","ENSMUSG00000052336"
"NRs regulated|Obox regulated",2,"Cxadr","ENSMUSG00000022865"
"NRs regulated|Obox regulated",2,"Cxcl16","ENSMUSG00000018920"
"NRs regulated",1,"Cyb561d2","ENSMUSG00000037190"
"NRs regulated|Obox regulated",2,"Cyb5b","ENSMUSG00000031924"
"NRs regulated",1,"Cyb5d1","ENSMUSG00000044795"
"NRs regulated",1,"Cyb5d2","ENSMUSG00000057778"
"Dux regulated",1,"Cyb5r2","ENSMUSG00000048065"
"NRs regulated",1,"Cybb","ENSMUSG00000015340"
"NRs regulated",1,"Cybc1","ENSMUSG00000039294"
"NRs regulated",1,"Cyc1","ENSMUSG00000022551"
"NRs regulated",1,"Cycs","ENSMUSG00000063694"
"Obox regulated",1,"Cyfip1","ENSMUSG00000030447"
"NRs regulated",1,"Cyp17a1","ENSMUSG00000003555"
"NRs regulated",1,"Cyp20a1","ENSMUSG00000049439"
"NRs regulated",1,"Cyp27b1","ENSMUSG00000006724"
"NRs regulated",1,"Cyp2ab1","ENSMUSG00000022818"
"NRs regulated",1,"Cyp2c23","ENSMUSG00000025197"
"NRs regulated",1,"Cyp2c52-ps","ENSMUSG00000114610"
"NRs regulated",1,"Cyp2d40","ENSMUSG00000068083"
"NRs regulated",1,"Cyp2d41-ps","ENSMUSG00000058613"
"NRs regulated",1,"Cyp2j11","ENSMUSG00000066097"
"NRs regulated",1,"Cyp2s1","ENSMUSG00000040703"
"NRs regulated",1,"Cyp4f18","ENSMUSG00000003484"
"NRs regulated",1,"Cyp51","ENSMUSG00000001467"
"NRs regulated",1,"Cysltr1","ENSMUSG00000052821"
"NRs regulated|ZGA genes",2,"Cystm1","ENSMUSG00000046727"
"NRs regulated",1,"Cyth2","ENSMUSG00000003269"
"Obox regulated",1,"D030056L22Rik","ENSMUSG00000047044"
"NRs regulated|Obox regulated",2,"D11Wsu47e","ENSMUSG00000041623"
"NRs regulated",1,"D130040H23Rik","ENSMUSG00000079038"
"Obox regulated",1,"D130043K22Rik","ENSMUSG00000006711"
"NRs regulated|ZGA genes",2,"D16Ertd472e","ENSMUSG00000022864"
"NRs regulated",1,"D1Pas1","ENSMUSG00000039224"
"NRs regulated",1,"D230025D16Rik","ENSMUSG00000031889"
"NRs regulated",1,"D2hgdh","ENSMUSG00000073609"
"Dux regulated|Obox regulated",2,"D5Ertd605e","ENSMUSG00000106820"
"Obox regulated",1,"D6Wsu163e","ENSMUSG00000030347"
"NRs regulated",1,"D7Ertd443e","ENSMUSG00000030994"
"NRs regulated",1,"D830030K20Rik","ENSMUSG00000096039"
"NRs regulated|Obox regulated",2,"D8Ertd738e","ENSMUSG00000019362"
"NRs regulated",1,"Dad1","ENSMUSG00000022174"
"NRs regulated|Obox regulated",2,"Dalrd3","ENSMUSG00000019039"
"Obox regulated",1,"Dancr","ENSMUSG00000106943"
"Obox regulated",1,"Dapk3","ENSMUSG00000034974"
"NRs regulated",1,"Dars","ENSMUSG00000026356"
"NRs regulated",1,"Dars2","ENSMUSG00000026709"
"NRs regulated",1,"Dbndd2","ENSMUSG00000017734"
"NRs regulated|Obox regulated",2,"Dbnl","ENSMUSG00000020476"
"NRs regulated|Obox regulated",2,"Dbt","ENSMUSG00000000340"
"NRs regulated",1,"Dcaf10","ENSMUSG00000035572"
"NRs regulated|Obox regulated",2,"Dcaf13","ENSMUSG00000022300"
"NRs regulated",1,"Dcaf17","ENSMUSG00000041966"
"NRs regulated",1,"Dcaf4","ENSMUSG00000021222"
"NRs regulated",1,"Dcbld1","ENSMUSG00000019891"
"NRs regulated|Obox regulated",2,"Dcc","ENSMUSG00000060534"
"NRs regulated",1,"Dcdc2b","ENSMUSG00000078552"
"ZGA genes",1,"Dcdc2c","ENSMUSG00000020633"
"NRs regulated",1,"Dck","ENSMUSG00000029366"
"NRs regulated|Obox regulated",2,"Dclre1b","ENSMUSG00000027845"
"NRs regulated",1,"Dclre1c","ENSMUSG00000026648"
"NRs regulated",1,"Dcstamp","ENSMUSG00000022303"
"NRs regulated",1,"Dctn3","ENSMUSG00000028447"
"NRs regulated",1,"Dctn4","ENSMUSG00000024603"
"Obox regulated",1,"Dctn5","ENSMUSG00000030868"
"NRs regulated",1,"Dcun1d2","ENSMUSG00000038506"
"NRs regulated|Obox regulated",2,"Dcun1d3","ENSMUSG00000048787"
"NRs regulated",1,"Dcxr","ENSMUSG00000039450"
"NRs regulated",1,"Ddhd2","ENSMUSG00000061313"
"NRs regulated|Obox regulated",2,"Ddias","ENSMUSG00000030641"
"Obox regulated",1,"Ddit4l","ENSMUSG00000046818"
"NRs regulated|ZGA genes",2,"Ddr2","ENSMUSG00000026674"
"ZGA genes",1,"Ddt","ENSMUSG00000001666"
"NRs regulated",1,"Ddx1","ENSMUSG00000037149"
"NRs regulated|Obox regulated",2,"Ddx10","ENSMUSG00000053289"
"NRs regulated",1,"Ddx17","ENSMUSG00000055065"
"NRs regulated|Obox regulated",2,"Ddx18","ENSMUSG00000001674"
"NRs regulated",1,"Ddx19b","ENSMUSG00000033658"
"NRs regulated|ZGA genes",2,"Ddx20","ENSMUSG00000027905"
"NRs regulated|Obox regulated",2,"Ddx21","ENSMUSG00000020075"
"NRs regulated|Obox regulated",2,"Ddx24","ENSMUSG00000041645"
"NRs regulated|Obox regulated",2,"Ddx27","ENSMUSG00000017999"
"NRs regulated|Obox regulated",2,"Ddx31","ENSMUSG00000026806"
"Dux regulated|Obox regulated",2,"Ddx39","ENSMUSG00000005481"
"NRs regulated|Obox regulated",2,"Ddx39b","ENSMUSG00000019432"
"NRs regulated",1,"Ddx3y","ENSMUSG00000069045"
"NRs regulated",1,"Ddx4","ENSMUSG00000021758"
"NRs regulated|Obox regulated",2,"Ddx41","ENSMUSG00000021494"
"NRs regulated",1,"Ddx42","ENSMUSG00000020705"
"NRs regulated",1,"Ddx43","ENSMUSG00000070291"
"NRs regulated|Obox regulated",2,"Ddx46","ENSMUSG00000021500"
"NRs regulated|Obox regulated",2,"Ddx47","ENSMUSG00000030204"
"NRs regulated|Obox regulated|ZGA genes",3,"Ddx49","ENSMUSG00000057788"
"NRs regulated",1,"Ddx5","ENSMUSG00000020719"
"NRs regulated",1,"Ddx51","ENSMUSG00000029504"
"NRs regulated",1,"Ddx52","ENSMUSG00000020677"
"Dux regulated|NRs regulated|Obox regulated",3,"Ddx54","ENSMUSG00000029599"
"NRs regulated|Obox regulated",2,"Ddx55","ENSMUSG00000029389"
"NRs regulated|Obox regulated",2,"Ddx56","ENSMUSG00000004393"
"NRs regulated",1,"Ddx6","ENSMUSG00000032097"
"Obox regulated",1,"Ddx60","ENSMUSG00000037921"
"NRs regulated",1,"Deaf1","ENSMUSG00000058886"
"NRs regulated",1,"Decr1","ENSMUSG00000028223"
"Obox regulated|ZGA genes",2,"Decr2","ENSMUSG00000036775"
"NRs regulated",1,"Dedd2","ENSMUSG00000054499"
"NRs regulated|Obox regulated",2,"Def8","ENSMUSG00000001482"
"NRs regulated",1,"Defa30","ENSMUSG00000074444"
"Dux regulated",1,"Defb22","ENSMUSG00000027468"
"Obox regulated",1,"Defb23","ENSMUSG00000074681"
"NRs regulated",1,"Defb30","ENSMUSG00000075571"
"NRs regulated",1,"Defb42","ENSMUSG00000054763"
"Obox regulated",1,"Dennd2a","ENSMUSG00000038456"
"NRs regulated|Obox regulated",2,"Dennd3","ENSMUSG00000036661"
"Obox regulated",1,"Dennd5b","ENSMUSG00000030313"
"NRs regulated",1,"Dennd6b","ENSMUSG00000015377"
"NRs regulated|ZGA genes",2,"Denr","ENSMUSG00000023106"
"NRs regulated",1,"Depdc1a","ENSMUSG00000028175"
"NRs regulated",1,"Depdc1b","ENSMUSG00000021697"
"NRs regulated|Obox regulated",2,"Depdc5","ENSMUSG00000037426"
"NRs regulated|Obox regulated",2,"Depdc7","ENSMUSG00000027173"
"NRs regulated",1,"Dera","ENSMUSG00000030225"
"NRs regulated",1,"Derl1","ENSMUSG00000022365"
"NRs regulated",1,"Derl2","ENSMUSG00000018442"
"NRs regulated",1,"Dexi","ENSMUSG00000038055"
"NRs regulated",1,"Dffa","ENSMUSG00000028974"
"NRs regulated",1,"Dffb","ENSMUSG00000029027"
"NRs regulated",1,"Dgat1","ENSMUSG00000022555"
"NRs regulated",1,"Dgat2","ENSMUSG00000030747"
"NRs regulated",1,"Dgcr2","ENSMUSG00000003166"
"NRs regulated",1,"Dgcr8","ENSMUSG00000022718"
"NRs regulated",1,"Dgke","ENSMUSG00000000276"
"NRs regulated",1,"Dhcr24","ENSMUSG00000034926"
"NRs regulated|ZGA genes",2,"Dhcr7","ENSMUSG00000058454"
"NRs regulated|Obox regulated",2,"Dhdds","ENSMUSG00000012117"
"Obox regulated",1,"Dhdh","ENSMUSG00000011382"
"NRs regulated",1,"Dhfr","ENSMUSG00000021707"
"NRs regulated|Obox regulated|ZGA genes",3,"Dhps","ENSMUSG00000060038"
"NRs regulated",1,"Dhrs11","ENSMUSG00000034449"
"NRs regulated|Obox regulated",2,"Dhrs7b","ENSMUSG00000042569"
"NRs regulated|Obox regulated|ZGA genes",3,"Dhtkd1","ENSMUSG00000025815"
"NRs regulated",1,"Dhx15","ENSMUSG00000029169"
"NRs regulated|Obox regulated",2,"Dhx16","ENSMUSG00000024422"
"NRs regulated",1,"Dhx29","ENSMUSG00000042426"
"NRs regulated",1,"Dhx33","ENSMUSG00000040620"
"NRs regulated",1,"Dhx36","ENSMUSG00000027770"
"NRs regulated|Obox regulated",2,"Dhx37","ENSMUSG00000029480"
"NRs regulated",1,"Dhx40","ENSMUSG00000018425"
"NRs regulated|Obox regulated",2,"Dhx57","ENSMUSG00000035051"
"NRs regulated",1,"Dhx58","ENSMUSG00000017830"
"NRs regulated|Obox regulated",2,"Dhx8","ENSMUSG00000034931"
"NRs regulated|ZGA genes",2,"Dhx9","ENSMUSG00000042699"
"NRs regulated",1,"Diablo","ENSMUSG00000029433"
"NRs regulated",1,"Diaph3","ENSMUSG00000022021"
"NRs regulated",1,"Dido1","ENSMUSG00000038914"
"NRs regulated",1,"Dimt1","ENSMUSG00000021692"
"Obox regulated",1,"Dio1","ENSMUSG00000034785"
"NRs regulated",1,"Dis3","ENSMUSG00000033166"
"NRs regulated|Obox regulated",2,"Dis3l","ENSMUSG00000032396"
"NRs regulated|Obox regulated",2,"Dkc1","ENSMUSG00000031403"
"NRs regulated|Obox regulated",2,"Dlg3","ENSMUSG00000000881"
"NRs regulated",1,"Dlgap1","ENSMUSG00000003279"
"NRs regulated",1,"Dlgap5","ENSMUSG00000037544"
"Obox regulated",1,"Dll3","ENSMUSG00000003436"
"NRs regulated",1,"Dmac1","ENSMUSG00000028398"
"NRs regulated",1,"Dmap1","ENSMUSG00000009640"
"NRs regulated",1,"Dmbx1","ENSMUSG00000028707"
"NRs regulated",1,"Dmc1","ENSMUSG00000022429"
"Obox regulated",1,"Dmgdh","ENSMUSG00000042102"
"NRs regulated",1,"Dmrt1","ENSMUSG00000024837"
"NRs regulated",1,"Dmrt3","ENSMUSG00000042372"
"Obox regulated",1,"Dmrtb1","ENSMUSG00000028610"
"NRs regulated",1,"Dmtf1","ENSMUSG00000042508"
"NRs regulated|Obox regulated",2,"Dna2","ENSMUSG00000036875"
"NRs regulated|Obox regulated",2,"Dnaaf1","ENSMUSG00000031831"
"NRs regulated",1,"Dnaaf2","ENSMUSG00000020973"
"NRs regulated|Obox regulated",2,"Dnah2","ENSMUSG00000005237"
"NRs regulated",1,"Dnah3","ENSMUSG00000052273"
"NRs regulated",1,"Dnaja1","ENSMUSG00000028410"
"NRs regulated",1,"Dnajb11","ENSMUSG00000004460"
"Dux regulated",1,"Dnajb13","ENSMUSG00000030708"
"NRs regulated|Obox regulated|ZGA genes",3,"Dnajb14","ENSMUSG00000074212"
"NRs regulated",1,"Dnajb2","ENSMUSG00000026203"
"NRs regulated",1,"Dnajb6","ENSMUSG00000029131"
"NRs regulated|ZGA genes",2,"Dnajb9","ENSMUSG00000014905"
"NRs regulated",1,"Dnajc1","ENSMUSG00000026740"
"NRs regulated",1,"Dnajc10","ENSMUSG00000027006"
"NRs regulated",1,"Dnajc12","ENSMUSG00000036764"
"NRs regulated|ZGA genes",2,"Dnajc15","ENSMUSG00000022013"
"NRs regulated",1,"Dnajc16","ENSMUSG00000040697"
"NRs regulated|Obox regulated",2,"Dnajc17","ENSMUSG00000034278"
"NRs regulated",1,"Dnajc18","ENSMUSG00000024350"
"NRs regulated",1,"Dnajc21","ENSMUSG00000044224"
"NRs regulated",1,"Dnajc24","ENSMUSG00000027166"
"NRs regulated",1,"Dnajc25","ENSMUSG00000070972"
"NRs regulated",1,"Dnajc27","ENSMUSG00000020657"
"NRs regulated",1,"Dnajc3","ENSMUSG00000022136"
"Obox regulated",1,"Dnajc4","ENSMUSG00000024963"
"NRs regulated",1,"Dnajc5","ENSMUSG00000000826"
"NRs regulated",1,"Dnajc7","ENSMUSG00000014195"
"NRs regulated",1,"Dnajc8","ENSMUSG00000054405"
"NRs regulated",1,"Dnajc9","ENSMUSG00000021811"
"NRs regulated",1,"Dnal1","ENSMUSG00000042523"
"NRs regulated",1,"Dnase1","ENSMUSG00000005980"
"NRs regulated",1,"Dnase1l1","ENSMUSG00000019088"
"NRs regulated",1,"Dnase1l2","ENSMUSG00000024136"
"NRs regulated",1,"Dnase1l3","ENSMUSG00000025279"
"Dux regulated|NRs regulated",2,"Dner","ENSMUSG00000036766"
"NRs regulated",1,"Dnlz","ENSMUSG00000075467"
"Obox regulated",1,"Dnm2","ENSMUSG00000033335"
"NRs regulated",1,"Dnmt1","ENSMUSG00000004099"
"NRs regulated",1,"Dnmt3c","ENSMUSG00000082079"
"Dux regulated|NRs regulated",2,"Dnpep","ENSMUSG00000026209"
"NRs regulated|Obox regulated",2,"Dnph1","ENSMUSG00000040658"
"NRs regulated",1,"Dnttip1","ENSMUSG00000017299"
"NRs regulated",1,"Dnttip2","ENSMUSG00000039756"
"NRs regulated",1,"Dock6","ENSMUSG00000032198"
"NRs regulated|Obox regulated",2,"Dohh","ENSMUSG00000078440"
"Obox regulated",1,"Dolk","ENSMUSG00000075419"
"NRs regulated",1,"Dolpp1","ENSMUSG00000026856"
"NRs regulated",1,"Dpagt1","ENSMUSG00000032123"
"Obox regulated",1,"Dpep2","ENSMUSG00000053687"
"Obox regulated",1,"Dpep2","ENSMUSG00000115067"
"Obox regulated",1,"Dpep3","ENSMUSG00000031898"
"NRs regulated|Obox regulated",2,"Dpf2","ENSMUSG00000024826"
"NRs regulated",1,"Dpf3","ENSMUSG00000021221"
"NRs regulated|Obox regulated",2,"Dph1","ENSMUSG00000078789"
"NRs regulated|Obox regulated",2,"Dph2","ENSMUSG00000028540"
"NRs regulated",1,"Dph3","ENSMUSG00000021905"
"Obox regulated",1,"Dph5","ENSMUSG00000033554"
"NRs regulated|Obox regulated",2,"Dph7","ENSMUSG00000026975"
"NRs regulated|Obox regulated|ZGA genes",3,"Dpm1","ENSMUSG00000078919"
"NRs regulated",1,"Dpm2","ENSMUSG00000026810"
"NRs regulated",1,"Dpm3","ENSMUSG00000042737"
"NRs regulated",1,"Dpp7","ENSMUSG00000026958"
"NRs regulated|Obox regulated",2,"Dpp9","ENSMUSG00000001229"
"NRs regulated|Obox regulated",2,"Dppa2","ENSMUSG00000072419"
"NRs regulated",1,"Dppa3","ENSMUSG00000046323"
"NRs regulated",1,"Dppa3-ps","ENSMUSG00000080241"
"NRs regulated|ZGA genes",2,"Dppa4","ENSMUSG00000058550"
"NRs regulated|Obox regulated|ZGA genes",3,"Dppa5a","ENSMUSG00000060461"
"NRs regulated",1,"Dppa5b","ENSMUSG00000110919"
"NRs regulated",1,"Dppa5c","ENSMUSG00000111423"
"NRs regulated",1,"Dpysl5","ENSMUSG00000029168"
"NRs regulated|ZGA genes",2,"Dr1","ENSMUSG00000029265"
"NRs regulated",1,"Dram1","ENSMUSG00000020057"
"NRs regulated|Obox regulated",2,"Drc1","ENSMUSG00000073102"
"NRs regulated|Obox regulated|ZGA genes",3,"Drg1","ENSMUSG00000020457"
"NRs regulated|Obox regulated",2,"Drg2","ENSMUSG00000020537"
"NRs regulated",1,"Dscc1","ENSMUSG00000022422"
"NRs regulated",1,"Dsn1","ENSMUSG00000027635"
"NRs regulated",1,"Dstn","ENSMUSG00000015932"
"NRs regulated|Obox regulated",2,"Dtd1","ENSMUSG00000027430"
"NRs regulated|Obox regulated",2,"Dtl","ENSMUSG00000037474"
"NRs regulated",1,"Dtwd1","ENSMUSG00000023330"
"NRs regulated|Obox regulated",2,"Dtwd2","ENSMUSG00000024505"
"NRs regulated|Obox regulated",2,"Dtymk","ENSMUSG00000026281"
"NRs regulated",1,"Dus2","ENSMUSG00000031901"
"Obox regulated",1,"Dus3l","ENSMUSG00000007603"
"NRs regulated",1,"Dusp10","ENSMUSG00000039384"
"NRs regulated",1,"Dusp13","ENSMUSG00000021768"
"NRs regulated",1,"Dusp16","ENSMUSG00000030203"
"Obox regulated",1,"Dusp28","ENSMUSG00000047067"
"NRs regulated",1,"Dydc1","ENSMUSG00000021790"
"NRs regulated",1,"Dydc2","ENSMUSG00000021791"
"NRs regulated",1,"Dync1li1","ENSMUSG00000032435"
"NRs regulated",1,"Dync1li2","ENSMUSG00000035770"
"NRs regulated",1,"Dynll1","ENSMUSG00000009013"
"NRs regulated",1,"Dynll2","ENSMUSG00000020483"
"NRs regulated",1,"Dynlrb1","ENSMUSG00000047459"
"NRs regulated",1,"Dynlt1f","ENSMUSG00000095677"
"NRs regulated",1,"Dyrk1a","ENSMUSG00000022897"
"Obox regulated",1,"Dyrk3","ENSMUSG00000016526"
"NRs regulated|Obox regulated",2,"Dyrk4","ENSMUSG00000030345"
"NRs regulated|Obox regulated",2,"Dysf","ENSMUSG00000033788"
"NRs regulated",1,"Dzank1","ENSMUSG00000037259"
"NRs regulated|ZGA genes",2,"E030030I06Rik","ENSMUSG00000097327"
"NRs regulated|Obox regulated",2,"E130309D02Rik","ENSMUSG00000039244"
"NRs regulated",1,"E2f7","ENSMUSG00000020185"
"NRs regulated",1,"E330014E10Rik","ENSMUSG00000072813"
"NRs regulated",1,"Eaf1","ENSMUSG00000021890"
"NRs regulated",1,"Eapp","ENSMUSG00000054302"
"NRs regulated|Obox regulated",2,"Ears2","ENSMUSG00000030871"
"NRs regulated|Obox regulated|ZGA genes",3,"Ebna1bp2","ENSMUSG00000028729"
"NRs regulated|Obox regulated",2,"Ebp","ENSMUSG00000031168"
"NRs regulated|Obox regulated",2,"Ecd","ENSMUSG00000021810"
"NRs regulated|Obox regulated",2,"Ece2","ENSMUSG00000022842"
"NRs regulated|Obox regulated",2,"Echdc2","ENSMUSG00000028601"
"NRs regulated|ZGA genes",2,"Eci1","ENSMUSG00000024132"
"NRs regulated",1,"Eci2","ENSMUSG00000021417"
"Dux regulated",1,"Ecm2","ENSMUSG00000043631"
"NRs regulated|Obox regulated|ZGA genes",3,"Ecsit","ENSMUSG00000066839"
"NRs regulated",1,"Ect2","ENSMUSG00000027699"
"NRs regulated|Obox regulated",2,"Eda","ENSMUSG00000059327"
"NRs regulated",1,"Edaradd","ENSMUSG00000095105"
"NRs regulated|Obox regulated",2,"Edc3","ENSMUSG00000038957"
"NRs regulated",1,"Edem3","ENSMUSG00000043019"
"NRs regulated|ZGA genes",2,"Edf1","ENSMUSG00000015092"
"NRs regulated",1,"Ednra","ENSMUSG00000031616"
"NRs regulated",1,"Edrf1","ENSMUSG00000039990"
"Obox regulated",1,"Eef1a1","ENSMUSG00000037742"
"NRs regulated",1,"Eef1akmt1","ENSMUSG00000021951"
"NRs regulated",1,"Eef1akmt4","ENSMUSG00000115219"
"NRs regulated",1,"Eef1b2","ENSMUSG00000025967"
"NRs regulated",1,"Eef1d","ENSMUSG00000055762"
"NRs regulated",1,"Eef1e1","ENSMUSG00000001707"
"NRs regulated|Obox regulated",2,"Eef2","ENSMUSG00000034994"
"NRs regulated|Obox regulated",2,"Efcab12","ENSMUSG00000030321"
"Obox regulated",1,"Efcab5","ENSMUSG00000050944"
"NRs regulated|Obox regulated",2,"Efhd1","ENSMUSG00000026255"
"NRs regulated",1,"Efhd2","ENSMUSG00000040659"
"NRs regulated",1,"Efnb2","ENSMUSG00000001300"
"NRs regulated",1,"Efnb3","ENSMUSG00000003934"
"NRs regulated|Obox regulated",2,"Eftud2","ENSMUSG00000020929"
"NRs regulated",1,"Egfl7","ENSMUSG00000026921"
"NRs regulated",1,"Egln2","ENSMUSG00000058709"
"NRs regulated|Obox regulated",2,"Ehmt1","ENSMUSG00000036893"
"Obox regulated",1,"Ehmt2","ENSMUSG00000013787"
"NRs regulated|Obox regulated",2,"Ei24","ENSMUSG00000062762"
"Dux regulated|Obox regulated",2,"Eid2","ENSMUSG00000046058"
"NRs regulated|Obox regulated",2,"Eid2b","ENSMUSG00000070705"
"NRs regulated",1,"Eif1a","ENSMUSG00000057561"
"NRs regulated",1,"Eif1ad","ENSMUSG00000024841"
"NRs regulated",1,"Eif1ax","ENSMUSG00000067194"
"NRs regulated|Obox regulated",2,"Eif2a","ENSMUSG00000027810"
"NRs regulated",1,"Eif2ak1","ENSMUSG00000029613"
"NRs regulated",1,"Eif2b1","ENSMUSG00000029388"
"NRs regulated|Obox regulated",2,"Eif2b2","ENSMUSG00000004788"
"NRs regulated|Obox regulated",2,"Eif2b3","ENSMUSG00000028683"
"NRs regulated|Obox regulated",2,"Eif2b4","ENSMUSG00000029145"
"NRs regulated|Obox regulated",2,"Eif2b5","ENSMUSG00000003235"
"NRs regulated",1,"Eif2s1","ENSMUSG00000021116"
"NRs regulated",1,"Eif2s2","ENSMUSG00000074656"
"NRs regulated|Obox regulated",2,"Eif2s3x","ENSMUSG00000035150"
"NRs regulated",1,"Eif2s3y","ENSMUSG00000069049"
"NRs regulated|Obox regulated",2,"Eif3a","ENSMUSG00000024991"
"NRs regulated",1,"Eif3b","ENSMUSG00000056076"
"NRs regulated|Obox regulated",2,"Eif3c","ENSMUSG00000030738"
"NRs regulated|Obox regulated",2,"Eif3d","ENSMUSG00000016554"
"NRs regulated|Obox regulated",2,"Eif3e","ENSMUSG00000022336"
"NRs regulated",1,"Eif3f","ENSMUSG00000031029"
"NRs regulated|Obox regulated|ZGA genes",3,"Eif3g","ENSMUSG00000070319"
"NRs regulated|Obox regulated",2,"Eif3h","ENSMUSG00000022312"
"NRs regulated",1,"Eif3i","ENSMUSG00000028798"
"NRs regulated",1,"Eif3j1","ENSMUSG00000027236"
"NRs regulated",1,"Eif3j2","ENSMUSG00000043424"
"NRs regulated|Obox regulated",2,"Eif3k","ENSMUSG00000053565"
"NRs regulated|Obox regulated",2,"Eif3l","ENSMUSG00000033047"
"NRs regulated|Obox regulated",2,"Eif3m","ENSMUSG00000027170"
"NRs regulated",1,"Eif3s6-ps2","ENSMUSG00000091697"
"NRs regulated",1,"Eif3s6-ps3","ENSMUSG00000116545"
"NRs regulated",1,"Eif4a2","ENSMUSG00000022884"
"NRs regulated",1,"Eif4a3","ENSMUSG00000025580"
"NRs regulated",1,"Eif4e","ENSMUSG00000028156"
